st	accession	sp	gn
Salinarimonas_rosea_DSM_21201	GCF_000429045.1	Salinarimonas rosea	Salinarimonas
Salinibacillus_kushneri	GCF_900111405.1	Salinibacillus kushneri	Salinibacillus
Salinibacter_ruber_DSM_13855	GCF_000013045.1	Salinibacter ruber	Salinibacter
Salinibacterium_sp._S1194	GCF_003113315.1	Salinibacterium sp.	Salinibacterium
Salinicoccus_alkaliphilus_DSM_16010	GCF_900142805.1	Salinicoccus alkaliphilus	Salinicoccus
Salinicola_socius	GCF_001937195.1	Salinicola socius	Salinicola
Salinihabitans_flavidus	GCF_900110425.1	Salinihabitans flavidus	Salinihabitans
Salinimicrobium_terrae_DSM_17865	GCF_000424665.1	Salinimicrobium terrae	Salinimicrobium
Salinimonas_chungwhensis_DSM_16280	GCF_000378185.1	Salinimonas chungwhensis	Salinimonas
Salinisphaera_hydrothermalis_C41B8	GCF_000732535.1	Salinisphaera hydrothermalis	Salinisphaera
Salinispira_pacifica	GCF_000507245.1	Salinispira pacifica	Salinispira
Salinispora_arenicola_CNS-205	GCF_000018265.1	Salinispora arenicola	Salinispora
Salinivenus_iranica	GCF_002894665.1	Salinivenus iranica	Salinivenus
Salinivibrio_proteolyticus	GCF_001996165.1	Salinivibrio proteolyticus	Salinivibrio
Salinivirga_cyanobacteriivorans	GCF_001443605.1	Salinivirga cyanobacteriivorans	Salinivirga
Salipaludibacillus_agaradhaerens	GCF_002019735.1	Salipaludibacillus agaradhaerens	Salipaludibacillus
Salipiger_mucosus_DSM_16094	GCF_000442255.1	Salipiger mucosus	Salipiger
Salirhabdus_sp._Marseille-P4669	GCF_900240405.1	Salirhabdus sp.	Salirhabdus
Salisaeta_longa_DSM_21114	GCF_000419585.1	Salisaeta longa	Salisaeta
Salisediminibacterium_haloalkalitolerans	GCF_900111285.1	Salisediminibacterium haloalkalitolerans	Salisediminibacterium
Saliterribacillus_persicus	GCF_003337485.1	Saliterribacillus persicus	Saliterribacillus
Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18	GCF_000195995.1	Salmonella enterica	Salmonella
Salsuginibacillus_kocurii_DSM_18087	GCF_000377705.1	Salsuginibacillus kocurii	Salsuginibacillus
Sandaracinus_amylolyticus	GCF_000737325.1	Sandaracinus amylolyticus	Sandaracinus
Sandarakinorhabdus_limnophila_DSM_17366	GCF_000420765.1	Sandarakinorhabdus limnophila	Sandarakinorhabdus
Sanguibacter_keddieii_DSM_10542	GCF_000024925.1	Sanguibacter keddieii	Sanguibacter
Sanguibacteroides_justesenii	GCF_000832075.1	Sanguibacteroides justesenii	Sanguibacteroides
Saprospira_grandis_str._Lewin	GCF_000250635.1	Saprospira grandis	Saprospira
SAR116_cluster_alpha_proteobacterium_HIMB100	GCF_000238815.1	SAR116 cluster	SAR116
Sarcina_sp._DSM_11001	GCF_900101015.1	Sarcina sp.	Sarcina
Scardovia_wiggsiae_F0424	GCF_000269605.1	Scardovia wiggsiae	Scardovia
Schaalia_cardiffensis_F0333	GCF_000364865.1	Schaalia cardiffensis	Schaalia
Schlegelella_thermodepolymerans	GCF_002933415.1	Schlegelella thermodepolymerans	Schlegelella
Schleiferia_thermophila_str._Yellowstone	GCF_000736515.1	Schleiferia thermophila	Schleiferia
Schlesneria_paludicola_DSM_18645	GCF_000255655.1	Schlesneria paludicola	Schlesneria
Schwartzia_succinivorans_DSM_10502	GCF_900129225.1	Schwartzia succinivorans	Schwartzia
Sciscionella_marina_DSM_45152	GCF_000379465.1	Sciscionella marina	Sciscionella
Scytonema_tolypothrichoides_VB-61278	GCF_000828085.2	Scytonema tolypothrichoides	Scytonema
Sebaldella_termitidis_ATCC_33386	GCF_000024405.1	Sebaldella termitidis	Sebaldella
secondary_endosymbiont_of_Trabutina_mannipara	GCF_900090215.1	secondary endosymbiont	secondary
Sedimentibacter_sp._B4	GCF_000309315.1	Sedimentibacter sp.	Sedimentibacter
Sedimenticola_selenatireducens_DSM_17993	GCF_000428045.1	Sedimenticola selenatireducens	Sedimenticola
Sedimentisphaera_salicampi	GCF_002239625.1	Sedimentisphaera salicampi	Sedimentisphaera
Sedimentitalea_nanhaiensis_DSM_24252	GCF_000473225.1	Sedimentitalea nanhaiensis	Sedimentitalea
Sediminibacillus_halophilus	GCF_900103695.1	Sediminibacillus halophilus	Sediminibacillus
Sediminibacter_sp._Hel_I_10	GCF_000688335.1	Sediminibacter sp.	Sediminibacter
Sediminibacterium_salmoneum_NBRC_103935	GCF_000511175.1	Sediminibacterium salmoneum	Sediminibacterium
Sediminicola_sp._YIK13	GCF_001430825.1	Sediminicola sp.	Sediminicola
Sediminihabitans_luteus	GCF_002797595.1	Sediminihabitans luteus	Sediminihabitans
Sediminimonas_qiaohouensis_DSM_21189	GCF_000423645.1	Sediminimonas qiaohouensis	Sediminimonas
Sediminispirochaeta_smaragdinae_DSM_11293	GCF_000143985.1	Sediminispirochaeta smaragdinae	Sediminispirochaeta
Sediminitomix_flava	GCF_003149185.1	Sediminitomix flava	Sediminitomix
Segetibacter_koreensis_DSM_18137	GCF_000374045.1	Segetibacter koreensis	Segetibacter
Segniliparus_rugosus_ATCC_BAA-974	GCF_000185725.2	Segniliparus rugosus	Segniliparus
Seinonella_peptonophila	GCF_900129355.1	Seinonella peptonophila	Seinonella
Selenihalanaerobacter_shriftii	GCF_900167185.1	Selenihalanaerobacter shriftii	Selenihalanaerobacter
Selenomonas_bovis_DSM_23594	GCF_000381005.1	Selenomonas bovis	Selenomonas
Sellimonas_intestinalis	GCF_001280875.1	Sellimonas intestinalis	Sellimonas
Senegalimassilia_anaerobia_JC110	GCF_000236865.1	Senegalimassilia anaerobia	Senegalimassilia
Seonamhaeicola_sp._S2-3	GCF_001971785.1	Seonamhaeicola sp.	Seonamhaeicola
Serinibacter_salmoneus	GCF_002563925.1	Serinibacter salmoneus	Serinibacter
Serinicoccus_marinus_DSM_15273	GCF_000421245.1	Serinicoccus marinus	Serinicoccus
Serpentinomonas_raichei	GCF_000828895.1	Serpentinomonas raichei	Serpentinomonas
Serratia_marcescens_subsp._marcescens_Db11	GCF_000513215.1	Serratia marcescens	Serratia
Sharpea_azabuensis_DSM_18934	GCF_000702165.1	Sharpea azabuensis	Sharpea
Shewanella_piezotolerans_WP3	GCF_000014885.1	Shewanella piezotolerans	Shewanella
Shewanellaceae_bacterium_C51	GCF_003675895.1	Shewanellaceae bacterium	Shewanellaceae
Shigella_flexneri_2a_str._301	GCF_000006925.2	Shigella flexneri	Shigella
Shimazuella_kribbensis_DSM_45090	GCF_000428065.1	Shimazuella kribbensis	Shimazuella
Shimia_marina	GCF_001458175.1	Shimia marina	Shimia
Shimwellia_blattae_DSM_4481_=_NBRC_105725	GCF_000262305.1	Shimwellia blattae	Shimwellia
Shinella_sp._GWS1	GCF_001267455.1	Shinella sp.	Shinella
Shuttleworthia_satelles_DSM_14600	GCF_000160115.1	Shuttleworthia satelles	Shuttleworthia
Siansivirga_zeaxanthinifaciens_CC-SAMT-1	GCF_000941055.1	Siansivirga zeaxanthinifaciens	Siansivirga
Siccationidurans_arizonensis	GCF_900115775.1	Siccationidurans arizonensis	Siccationidurans
Siccibacter_turicensis_LMG_23730	GCF_000463155.2	Siccibacter turicensis	Siccibacter
Sideroxydans_lithotrophicus_ES-1	GCF_000025705.1	Sideroxydans lithotrophicus	Sideroxydans
Silanimonas_lenta_DSM_16282	GCF_000429065.1	Silanimonas lenta	Silanimonas
Silicibacter_sp._TrichCH4B	GCF_000161815.1	Silicibacter sp.	Silicibacter
Silicimonas_algicola	GCF_003148765.1	Silicimonas algicola	Silicimonas
Silvanigrellales_bacterium_RF1110005	GCF_004295685.1	Silvanigrellales bacterium	Silvanigrellales
Silvibacterium_bohemicum	GCF_001006305.1	Silvibacterium bohemicum	Silvibacterium
Simiduia_agarivorans_SA1_=_DSM_21679	GCF_000305785.2	Simiduia agarivorans	Simiduia
Simkania_negevensis_Z	GCF_000237205.1	Simkania negevensis	Simkania
Simonsiella_muelleri_ATCC_29453	GCF_000163775.2	Simonsiella muelleri	Simonsiella
Simplicispira_psychrophila_DSM_11588	GCF_000688255.1	Simplicispira psychrophila	Simplicispira
Singulisphaera_acidiphila_DSM_18658	GCF_000242455.2	Singulisphaera acidiphila	Singulisphaera
Sinimarinibacterium_flocculans	GCF_003201205.1	Sinimarinibacterium flocculans	Sinimarinibacterium
Sinirhodobacter_sp._CGMCC_1.12963	GCF_004022465.1	Sinirhodobacter sp.	Sinirhodobacter
Sinobaca_qinghaiensis	GCF_003610495.1	Sinobaca qinghaiensis	Sinobaca
Sinobacteraceae_bacterium_GT1R17	GCF_003052265.1	Sinobacteraceae bacterium	Sinobacteraceae
Sinobacterium_caligoides	GCF_003752585.1	Sinobacterium caligoides	Sinobacterium
Sinomicrobium_oceani	GCF_900119185.1	Sinomicrobium oceani	Sinomicrobium
Sinomonas_atrocyanea	GCF_001577305.1	Sinomonas atrocyanea	Sinomonas
Sinorhizobium_fredii_HH103	GCF_000283895.1	Sinorhizobium fredii	Sinorhizobium
Sinosporangium_album	GCF_900100605.1	Sinosporangium album	Sinosporangium
Siphonobacter_aquaeclarae	GCF_900103285.1	Siphonobacter aquaeclarae	Siphonobacter
Skermanella_stibiiresistens_SB22	GCF_000576635.1	Skermanella stibiiresistens	Skermanella
Skermania_piniformis_NBRC_15059	GCF_001552855.1	Skermania piniformis	Skermania
Slackia_piriformis_YIT_12062	GCF_000296445.1	Slackia piriformis	Slackia
Smaragdicoccus_niigatensis_DSM_44881_=_NBRC_103563	GCF_000380645.1	Smaragdicoccus niigatensis	Smaragdicoccus
Sneathia_amnii	GCF_000973085.1	Sneathia amnii	Sneathia
Sneathiella_glossodoripedis_JCM_23214	GCF_000616095.1	Sneathiella glossodoripedis	Sneathiella
Snodgrassella_alvi_wkB2	GCF_000600005.1	Snodgrassella alvi	Snodgrassella
Sodalis_praecaptivus	GCF_000517425.1	Sodalis praecaptivus	Sodalis
Soehngenia_sp._W6	GCF_004101785.1	Soehngenia sp.	Soehngenia
Solemya_velesiana_gill_symbiont	GCF_002020875.1	Solemya velesiana	Solemya
Solibacillus_silvestris	GCF_001586195.1	Solibacillus silvestris	Solibacillus
Solibacteres_bacterium_SbA2	GCF_900290345.1	Solibacteres bacterium	Solibacteres
Solimicrobium_silvestre	GCF_002976435.1	Solimicrobium silvestre	Solimicrobium
Solimonas_flava_DSM_18980	GCF_000426685.1	Solimonas flava	Solimonas
Solirubrobacter_soli_DSM_22325	GCF_000423665.1	Solirubrobacter soli	Solirubrobacter
Solirubrobacterales_bacterium_URHD0059	GCF_000688095.1	Solirubrobacterales bacterium	Solirubrobacterales
Solirubrum_puertoriconensis	GCF_001483135.1	Solirubrum puertoriconensis	Solirubrum
Solitalea_canadensis_DSM_3403	GCF_000242635.2	Solitalea canadensis	Solitalea
Solobacterium_moorei_DSM_22971	GCF_000425005.1	Solobacterium moorei	Solobacterium
Soonwooa_buanensis	GCF_900167905.1	Soonwooa buanensis	Soonwooa
Sorangium_cellulosum_So_ce56	GCF_000067165.1	Sorangium cellulosum	Sorangium
Spartobacteria_bacterium_LR76	GCF_003054655.1	Spartobacteria bacterium	Spartobacteria
Sphaerisporangium_sp._LHW63015	GCF_003315795.1	Sphaerisporangium sp.	Sphaerisporangium
Sphaerobacter_thermophilus_DSM_20745	GCF_000024985.1	Sphaerobacter thermophilus	Sphaerobacter
Sphaerochaeta_coccoides_DSM_17374	GCF_000208385.1	Sphaerochaeta coccoides	Sphaerochaeta
Sphaerospermopsis_kisseleviana_NIES-73	GCF_002368075.1	Sphaerospermopsis kisseleviana	Sphaerospermopsis
Sphaerotilus_natans_subsp._natans_DSM_6575	GCF_000689195.1	Sphaerotilus natans	Sphaerotilus
Sphingobacteriaceae_bacterium_DW12	GCF_000783305.1	Sphingobacteriaceae bacterium	Sphingobacteriaceae
Sphingobacteriales_bacterium_TSM_CSM	GCF_002212725.1	Sphingobacteriales bacterium	Sphingobacteriales
Sphingobacterium_spiritivorum_ATCC_33861	GCF_000143765.1	Sphingobacterium spiritivorum	Sphingobacterium
Sphingobium_herbicidovorans	GCF_002080435.1	Sphingobium herbicidovorans	Sphingobium
Sphingomonadaceae_bacterium	GCF_003171655.1	Sphingomonadaceae bacterium	Sphingomonadaceae
Sphingomonadales_bacterium_EhC05	GCF_001650955.1	Sphingomonadales bacterium	Sphingomonadales
Sphingomonas_wittichii_RW1	GCF_000016765.1	Sphingomonas wittichii	Sphingomonas
Sphingomonas-like_bacterium_B12	GCF_000333335.1	Sphingomonas-like bacterium	Sphingomonas-like
Sphingopyxis_indica	GCF_900188185.1	Sphingopyxis indica	Sphingopyxis
Sphingorhabdus_flavimaris	GCF_002218195.1	Sphingorhabdus flavimaris	Sphingorhabdus
Sphingosinicella_sp._BN140058	GCF_004135585.1	Sphingosinicella sp.	Sphingosinicella
Spiribacter_curvatus	GCF_000485905.1	Spiribacter curvatus	Spiribacter
Spirillospora_albida	GCF_000718255.1	Spirillospora albida	Spirillospora
Spirochaeta_africana_DSM_8902	GCF_000242595.2	Spirochaeta africana	Spirochaeta
Spiroplasma_kunkelii_CR2-3x	GCF_001274875.1	Spiroplasma kunkelii	Spiroplasma
Spirosoma_rigui	GCF_002067135.1	Spirosoma rigui	Spirosoma
Spirulina_subsalsa_PCC_9445	GCF_000314005.1	Spirulina subsalsa	Spirulina
Spongiibacter_marinus_DSM_19753	GCF_000422345.1	Spongiibacter marinus	Spongiibacter
Sporanaerobacter_acetigenes_DSM_13106	GCF_900130025.1	Sporanaerobacter acetigenes	Sporanaerobacter
Sporichthya_polymorpha_DSM_43042	GCF_000384115.1	Sporichthya polymorpha	Sporichthya
Sporobacter_termitidis_DSM_10068	GCF_900130065.1	Sporobacter termitidis	Sporobacter
Sporocytophaga_myxococcoides_DSM_11118	GCF_000426725.1	Sporocytophaga myxococcoides	Sporocytophaga
Sporolactobacillus_vineae_DSM_21990_=_SL153	GCF_000377985.1	Sporolactobacillus vineae	Sporolactobacillus
Sporolituus_thermophilus_DSM_23256	GCF_900102435.1	Sporolituus thermophilus	Sporolituus
Sporomusa_ovata_DSM_2662	GCF_000445445.1	Sporomusa ovata	Sporomusa
Sporomusaceae_bacterium	GCF_003990955.1	Sporomusaceae bacterium	Sporomusaceae
Sporosarcina_newyorkensis_2681	GCF_000220335.1	Sporosarcina newyorkensis	Sporosarcina
Stackebrandtia_nassauensis_DSM_44728	GCF_000024545.1	Stackebrandtia nassauensis	Stackebrandtia
Stanieria_cyanosphaera_PCC_7437	GCF_000317575.1	Stanieria cyanosphaera	Stanieria
Staphylococcus_epidermidis_ATCC_12228	GCF_000007645.1	Staphylococcus epidermidis	Staphylococcus
Stappia_stellulata_DSM_5886	GCF_000423705.1	Stappia stellulata	Stappia
Starkeya_novella_DSM_506	GCF_000092925.1	Starkeya novella	Starkeya
Stella_humosa	GCF_003751345.1	Stella humosa	Stella
Stenotrophomonas_chelatiphaga	GCF_001431535.1	Stenotrophomonas chelatiphaga	Stenotrophomonas
Stenoxybacter_acetivorans_DSM_19021	GCF_000745895.1	Stenoxybacter acetivorans	Stenoxybacter
Steroidobacter_denitrificans	GCF_001579945.1	Steroidobacter denitrificans	Steroidobacter
Sterolibacteriaceae_bacterium_J5B	GCF_003966565.1	Sterolibacteriaceae bacterium	Sterolibacteriaceae
Stigmatella_aurantiaca_DW4/3-1	GCF_000165485.1	Stigmatella aurantiaca	Stigmatella
Stomatobaculum_longum	GCF_000242235.1	Stomatobaculum longum	Stomatobaculum
Streptacidiphilus_albus_JL83	GCF_000744705.1	Streptacidiphilus albus	Streptacidiphilus
Streptoalloteichus_hindustanus	GCF_900129375.1	Streptoalloteichus hindustanus	Streptoalloteichus
Streptobacillus_felis	GCF_001559775.1	Streptobacillus felis	Streptobacillus
Streptococcus_intermedius_B196	GCF_000463355.1	Streptococcus intermedius	Streptococcus
Streptohalobacillus_salinus	GCF_003201605.1	Streptohalobacillus salinus	Streptohalobacillus
Streptomonospora_alba	GCF_000826685.1	Streptomonospora alba	Streptomonospora
Streptomyces_radiopugnans	GCF_900110735.1	Streptomyces radiopugnans	Streptomyces
Streptomycetaceae_bacterium_MP113-05	GCF_000497405.1	Streptomycetaceae bacterium	Streptomycetaceae
Streptosporangiaceae_bacterium_YIM_75507	GCF_003594875.1	Streptosporangiaceae bacterium	Streptosporangiaceae
Streptosporangium_amethystogenes	GCF_000721075.1	Streptosporangium amethystogenes	Streptosporangium
Subdoligranulum_variabile_DSM_15176	GCF_000157955.1	Subdoligranulum variabile	Subdoligranulum
Subtercola_boreus	GCF_003399545.1	Subtercola boreus	Subtercola
Succinatimonas_hippei_YIT_12066	GCF_000188195.1	Succinatimonas hippei	Succinatimonas
Succiniclasticum_ruminis_DSM_9236	GCF_900112895.1	Succiniclasticum ruminis	Succiniclasticum
Succinimonas_amylolytica_DSM_2873	GCF_000378405.1	Succinimonas amylolytica	Succinimonas
Succinispira_mobilis_DSM_6222	GCF_000384135.1	Succinispira mobilis	Succinispira
Succinivibrio_dextrinosolvens_DSM_3072	GCF_900167015.1	Succinivibrio dextrinosolvens	Succinivibrio
Succinivibrionaceae_bacterium_WG-1	GCF_000222855.1	Succinivibrionaceae bacterium	Succinivibrionaceae
Sulfitobacter_donghicola_DSW-25_=_KCTC_12864_=_JCM_14565	GCF_000622405.1	Sulfitobacter donghicola	Sulfitobacter
Sulfobacillus_thermosulfidooxidans_DSM_9293	GCF_900176145.1	Sulfobacillus thermosulfidooxidans	Sulfobacillus
Sulfuricaulis_limicola	GCF_002355735.1	Sulfuricaulis limicola	Sulfuricaulis
Sulfuricella_denitrificans_skB26	GCF_000297055.2	Sulfuricella denitrificans	Sulfuricella
Sulfuricurvum_kujiense_DSM_16994	GCF_000183725.1	Sulfuricurvum kujiense	Sulfuricurvum
Sulfuriferula_sp._AH1	GCF_002162035.1	Sulfuriferula sp.	Sulfuriferula
Sulfuriflexus_mobilis	GCF_003967195.1	Sulfuriflexus mobilis	Sulfuriflexus
Sulfurifustis_variabilis	GCF_002355415.1	Sulfurifustis variabilis	Sulfurifustis
Sulfurihydrogenibium_subterraneum_DSM_15120	GCF_000619805.1	Sulfurihydrogenibium subterraneum	Sulfurihydrogenibium
Sulfurimonas_gotlandica_GD1	GCF_000242915.1	Sulfurimonas gotlandica	Sulfurimonas
Sulfurirhabdus_autotrophica	GCF_003864995.1	Sulfurirhabdus autotrophica	Sulfurirhabdus
Sulfurisoma_sediminicola	GCF_003663955.1	Sulfurisoma sediminicola	Sulfurisoma
Sulfuritalea_hydrogenivorans_sk43H	GCF_000828635.1	Sulfuritalea hydrogenivorans	Sulfuritalea
Sulfuritortus_calidifontis	GCF_003967275.1	Sulfuritortus calidifontis	Sulfuritortus
Sulfurivermis_fontis	GCF_004001245.1	Sulfurivermis fontis	Sulfurivermis
Sulfurivirga_caldicuralii	GCF_900141795.1	Sulfurivirga caldicuralii	Sulfurivirga
Sulfurospirillum_arsenophilum_NBRC_109478	GCF_000813345.1	Sulfurospirillum arsenophilum	Sulfurospirillum
Sulfurovum_riftiae	GCF_001595645.1	Sulfurovum riftiae	Sulfurovum
Sunxiuqinia_elliptica	GCF_900113005.1	Sunxiuqinia elliptica	Sunxiuqinia
Superficieibacter_electus	GCF_002915575.1	Superficieibacter electus	Superficieibacter
Sutterella_wadsworthensis_2_1_59BFAA	GCF_000297775.1	Sutterella wadsworthensis	Sutterella
Suttonella_ornithocola	GCF_001889065.1	Suttonella ornithocola	Suttonella
Symbiobacterium_thermophilum_IAM_14863	GCF_000009905.1	Symbiobacterium thermophilum	Symbiobacterium
Synechococcus_elongatus_PCC_6301	GCF_000010065.1	Synechococcus elongatus	Synechococcus
Synechocystis_sp._PCC_6803	GCF_000009725.1	Synechocystis sp.	Synechocystis
Synergistes_jonesii	GCF_000712295.1	Synergistes jonesii	Synergistes
Syntrophaceticus_schinkii	GCF_000946815.1	Syntrophaceticus schinkii	Syntrophaceticus
Syntrophobacter_fumaroxidans_MPOB	GCF_000014965.1	Syntrophobacter fumaroxidans	Syntrophobacter
Syntrophobotulus_glycolicus_DSM_8271	GCF_000190635.1	Syntrophobotulus glycolicus	Syntrophobotulus
Syntrophomonas_wolfei_subsp._wolfei_str._Goettingen_G311	GCF_000014725.1	Syntrophomonas wolfei	Syntrophomonas
Syntrophorhabdus_aromaticivorans_UI	GCF_000512235.1	Syntrophorhabdus aromaticivorans	Syntrophorhabdus
Syntrophothermus_lipocalidus_DSM_12680	GCF_000092405.1	Syntrophothermus lipocalidus	Syntrophothermus
Syntrophus_gentianae	GCF_900109885.1	Syntrophus gentianae	Syntrophus
Tabrizicola_sp._XJSP	GCF_002900965.1	Tabrizicola sp.	Tabrizicola
Taibaiella_chishuiensis	GCF_003014535.1	Taibaiella chishuiensis	Taibaiella
Tamilnaduibacter_salinus	GCF_002287355.1	Tamilnaduibacter salinus	Tamilnaduibacter
Tamlana_nanhaiensis	GCF_000943555.1	Tamlana nanhaiensis	Tamlana
Tangfeifania_diversioriginum	GCF_900141875.1	Tangfeifania diversioriginum	Tangfeifania
Tannerella_forsythia_92A2	GCF_000238215.1	Tannerella forsythia	Tannerella
Tanticharoenia_sakaeratensis_NBRC_103193	GCF_000963885.1	Tanticharoenia sakaeratensis	Tanticharoenia
Tardiphaga_robiniae	GCF_001618955.1	Tardiphaga robiniae	Tardiphaga
Tateyamaria_omphalii	GCF_001969365.1	Tateyamaria omphalii	Tateyamaria
Tatlockia_micdadei	GCF_000953635.1	Tatlockia micdadei	Tatlockia
Tatumella_saanichensis	GCF_000439375.1	Tatumella saanichensis	Tatumella
Taylorella_asinigenitalis_MCE3	GCF_000226625.1	Taylorella asinigenitalis	Taylorella
Telmatospirillum_siberiense	GCF_002845745.1	Telmatospirillum siberiense	Telmatospirillum
Tenacibaculum_soleae	GCF_001693415.1	Tenacibaculum soleae	Tenacibaculum
Tenericutes_bacterium_MZ-XQ	GCF_002838205.1	Tenericutes bacterium	Tenericutes
Tenuibacillus_multivorans	GCF_900103915.1	Tenuibacillus multivorans	Tenuibacillus
Tepidanaerobacter_acetatoxydans_Re1	GCF_000328765.2	Tepidanaerobacter acetatoxydans	Tepidanaerobacter
Tepidibacillus_decaturensis	GCF_001561915.1	Tepidibacillus decaturensis	Tepidibacillus
Tepidibacter_thalassicus_DSM_15285	GCF_900129915.1	Tepidibacter thalassicus	Tepidibacter
Tepidicaulis_marinus	GCF_000739695.1	Tepidicaulis marinus	Tepidicaulis
Tepidimicrobium_xylanilyticum	GCF_900106765.1	Tepidimicrobium xylanilyticum	Tepidimicrobium
Tepidimonas_taiwanensis	GCF_000807215.1	Tepidimonas taiwanensis	Tepidimonas
Tepidiphilus_margaritifer_DSM_15129	GCF_000425565.1	Tepidiphilus margaritifer	Tepidiphilus
Terasakiella_pusilla_DSM_6293	GCF_000688235.1	Terasakiella pusilla	Terasakiella
Terasakiispira_papahanaumokuakeensis	GCF_001709345.1	Terasakiispira papahanaumokuakeensis	Terasakiispira
Teredinibacter_turnerae_T7901	GCF_000023025.1	Teredinibacter turnerae	Teredinibacter
Terrabacter_sp._Soil811	GCF_001429655.1	Terrabacter sp.	Terrabacter
Terracidiphilus_gabretensis	GCF_001449115.1	Terracidiphilus gabretensis	Terracidiphilus
Terracoccus_sp._273MFTsu3.1	GCF_000383675.1	Terracoccus sp.	Terracoccus
Terribacillus_halophilus	GCF_900162685.1	Terribacillus halophilus	Terribacillus
Terriglobus_saanensis_SP1PR4	GCF_000179915.2	Terriglobus saanensis	Terriglobus
Terrimicrobium_sacchariphilum	GCF_001613545.1	Terrimicrobium sacchariphilum	Terrimicrobium
Terrimonas_ferruginea_DSM_30193	GCF_000425585.1	Terrimonas ferruginea	Terrimonas
Terrisporobacter_glycolicus_ATCC_14880_=_DSM_1288	GCF_000439105.1	Terrisporobacter glycolicus	Terrisporobacter
Tersicoccus_phoenicis	GCF_001968835.1	Tersicoccus phoenicis	Tersicoccus
Tessaracoccus_lapidicaptus	GCF_001693815.1	Tessaracoccus lapidicaptus	Tessaracoccus
Tetragenococcus_halophilus_NBRC_12172	GCF_000283615.1	Tetragenococcus halophilus	Tetragenococcus
Tetrasphaera_jenkinsii_Ben_74	GCF_001046875.1	Tetrasphaera jenkinsii	Tetrasphaera
Tetzosporium_hominis	GCF_002265435.1	Tetzosporium hominis	Tetzosporium
Thalassobacillus_devorans_MSP14	GCF_000496835.1	Thalassobacillus devorans	Thalassobacillus
Thalassobacter_stenotrophicus	GCF_001458315.1	Thalassobacter stenotrophicus	Thalassobacter
Thalassobaculum_salexigens_DSM_19539	GCF_000423805.1	Thalassobaculum salexigens	Thalassobaculum
Thalassobium_sp._R2A62	GCF_000161835.1	Thalassobium sp.	Thalassobium
Thalassobius_mediterraneus	GCF_001458435.1	Thalassobius mediterraneus	Thalassobius
Thalassococcus_sp._WRAS1	GCF_003344785.1	Thalassococcus sp.	Thalassococcus
Thalassolituus_oleivorans_MIL-1	GCF_000355675.1	Thalassolituus oleivorans	Thalassolituus
Thalassomonas_actiniarum	GCF_000948975.1	Thalassomonas actiniarum	Thalassomonas
Thalassospira_profundimaris_WP0211	GCF_000300275.1	Thalassospira profundimaris	Thalassospira
Thalassotalea_crassostreae	GCF_001831495.1	Thalassotalea crassostreae	Thalassotalea
Thauera_aminoaromatica_S2	GCF_000310185.1	Thauera aminoaromatica	Thauera
Thaumasiovibrio_subtropicus	GCF_002157755.1	Thaumasiovibrio subtropicus	Thaumasiovibrio
